mode,top,name,acc,k
place,3,wangchen1,0.965625,0.7
place,4,wangchen1,0.975,0.7
hover,0,wangchen1,0.83030303,0.7
hover,1,wangchen1,0.933333333,0.7
hover,2,wangchen1,0.960606061,0.7
hover,3,wangchen1,0.966666667,0.7
hover,4,wangchen1,0.978787879,0.7
place,0,cai,0.467261905,0.7
place,1,cai,0.601190476,0.7
place,2,cai,0.657738095,0.7
place,3,cai,0.705357143,0.7
place,4,cai,0.735119048,0.7
hover,0,cai,0.59347181,0.7
hover,1,cai,0.744807122,0.7
hover,2,cai,0.816023739,0.7
hover,3,cai,0.848664688,0.7
hover,4,cai,0.87537092,0.7
place,0,luyiqin,0.7,0.7
place,1,luyiqin,0.821212121,0.7
place,2,luyiqin,0.866666667,0.7
place,3,luyiqin,0.912121212,0.7
place,4,luyiqin,0.927272727,0.7
hover,0,luyiqin,0.528700906,0.7
hover,1,luyiqin,0.652567976,0.7
hover,2,luyiqin,0.697885196,0.7
hover,3,luyiqin,0.737160121,0.7
hover,4,luyiqin,0.788519637,0.7
place,0,fjy,0.707831325,0.7
place,1,fjy,0.822289157,0.7
place,2,fjy,0.861445783,0.7
place,3,fjy,0.885542169,0.7
place,4,fjy,0.90060241,0.7
hover,0,fjy,0.616071429,0.7
hover,1,fjy,0.776785714,0.7
hover,2,fjy,0.836309524,0.7
hover,3,fjy,0.857142857,0.7
hover,4,fjy,0.880952381,0.7
place,0,lc,0.695014663,0.7
place,1,lc,0.791788856,0.7
place,2,lc,0.832844575,0.7
place,3,lc,0.853372434,0.7
place,4,lc,0.870967742,0.7
hover,0,lc,0.773809524,0.7
hover,1,lc,0.869047619,0.7
hover,2,lc,0.922619048,0.7
hover,3,lc,0.93452381,0.7
hover,4,lc,0.952380952,0.7
place,0,lwk,0.695522388,0.7
place,1,lwk,0.823880597,0.7
place,2,lwk,0.889552239,0.7
place,3,lwk,0.919402985,0.7
place,4,lwk,0.928358209,0.7
hover,0,lwk,0.699386503,0.7
hover,1,lwk,0.828220859,0.7
hover,2,lwk,0.858895706,0.7
hover,3,lwk,0.892638037,0.7
hover,4,lwk,0.914110429,0.7
place,0,lxy,0.781538462,0.7
place,1,lxy,0.898461538,0.7
place,2,lxy,0.923076923,0.7
place,3,lxy,0.944615385,0.7
place,4,lxy,0.950769231,0.7
hover,0,lxy,0.837349398,0.7
hover,1,lxy,0.945783133,0.7
hover,2,lxy,0.96686747,0.7
hover,3,lxy,0.972891566,0.7
hover,4,lxy,0.975903614,0.7
place,0,qdn,0.705357143,0.7
place,1,qdn,0.797619048,0.7
place,2,qdn,0.833333333,0.7
place,3,qdn,0.848214286,0.7
place,4,qdn,0.854166667,0.7
hover,0,qdn,0.703264095,0.7
hover,1,qdn,0.81305638,0.7
hover,2,qdn,0.869436202,0.7
hover,3,qdn,0.893175074,0.7
hover,4,qdn,0.913946588,0.7
place,0,wyd,0.735465116,0.7
place,1,wyd,0.86627907,0.7
place,2,wyd,0.901162791,0.7
place,3,wyd,0.915697674,0.7
place,4,wyd,0.936046512,0.7
hover,0,wyd,0.768025078,0.7
hover,1,wyd,0.833855799,0.7
hover,2,wyd,0.880877743,0.7
hover,3,wyd,0.912225705,0.7
hover,4,wyd,0.931034483,0.7
place,0,czt,0.604105572,0.7
place,1,czt,0.73313783,0.7
place,2,czt,0.803519062,0.7
place,3,czt,0.832844575,0.7
place,4,czt,0.862170088,0.7
hover,0,czt,0.599388379,0.7
hover,1,czt,0.718654434,0.7
hover,2,czt,0.798165138,0.7
hover,3,czt,0.837920489,0.7
hover,4,czt,0.868501529,0.7
place,0,gsh,0.822629969,0.7
place,1,gsh,0.923547401,0.7
place,2,gsh,0.972477064,0.7
place,3,gsh,0.987767584,0.7
place,4,gsh,0.987767584,0.7
hover,0,gsh,0.845238095,0.7
hover,1,gsh,0.94047619,0.7
hover,2,gsh,0.979166667,0.7
hover,3,gsh,0.985119048,0.7
hover,4,gsh,0.988095238,0.7
place,0,fsq,0.651917404,0.7
place,1,fsq,0.778761062,0.7
place,2,fsq,0.820058997,0.7
place,3,fsq,0.87020649,0.7
place,4,fsq,0.8820059,0.7
hover,0,fsq,0.675438596,0.7
hover,1,fsq,0.798245614,0.7
hover,2,fsq,0.847953216,0.7
hover,3,fsq,0.891812865,0.7
hover,4,fsq,0.906432749,0.7
place,0,wangchen1,0.846875,0.2
place,1,wangchen1,0.940625,0.2
place,2,wangchen1,0.95625,0.2
place,3,wangchen1,0.96875,0.2
place,4,wangchen1,0.975,0.2
hover,0,wangchen1,0.893939394,0.2
hover,1,wangchen1,0.963636364,0.2
hover,2,wangchen1,0.96969697,0.2
hover,3,wangchen1,0.981818182,0.2
hover,4,wangchen1,0.987878788,0.2
place,0,cai,0.488095238,0.2
place,1,cai,0.613095238,0.2
place,2,cai,0.669642857,0.2
place,3,cai,0.711309524,0.2
place,4,cai,0.735119048,0.2
hover,0,cai,0.694362018,0.2
hover,1,cai,0.816023739,0.2
hover,2,cai,0.857566766,0.2
hover,3,cai,0.881305638,0.2
hover,4,cai,0.893175074,0.2
place,0,luyiqin,0.693939394,0.2
place,1,luyiqin,0.809090909,0.2
place,2,luyiqin,0.875757576,0.2
place,3,luyiqin,0.909090909,0.2
place,4,luyiqin,0.93030303,0.2
hover,0,luyiqin,0.510574018,0.2
hover,1,luyiqin,0.622356495,0.2
hover,2,luyiqin,0.697885196,0.2
hover,3,luyiqin,0.740181269,0.2
hover,4,luyiqin,0.788519637,0.2
place,0,fjy,0.68373494,0.2
place,1,fjy,0.798192771,0.2
place,2,fjy,0.879518072,0.2
place,3,fjy,0.909638554,0.2
place,4,fjy,0.924698795,0.2
hover,0,fjy,0.675595238,0.2
hover,1,fjy,0.827380952,0.2
hover,2,fjy,0.869047619,0.2
hover,3,fjy,0.898809524,0.2
hover,4,fjy,0.907738095,0.2
place,0,lc,0.703812317,0.2
place,1,lc,0.815249267,0.2
place,2,lc,0.847507331,0.2
place,3,lc,0.873900293,0.2
place,4,lc,0.897360704,0.2
hover,0,lc,0.818452381,0.2
hover,1,lc,0.910714286,0.2
hover,2,lc,0.9375,0.2
hover,3,lc,0.949404762,0.2
hover,4,lc,0.964285714,0.2
place,0,lwk,0.71641791,0.2
place,1,lwk,0.829850746,0.2
place,2,lwk,0.87761194,0.2
place,3,lwk,0.913432836,0.2
place,4,lwk,0.931343284,0.2
hover,0,lwk,0.68404908,0.2
hover,1,lwk,0.825153374,0.2
hover,2,lwk,0.86809816,0.2
hover,3,lwk,0.892638037,0.2
hover,4,lwk,0.911042945,0.2
place,0,lxy,0.747692308,0.2
place,1,lxy,0.861538462,0.2
place,2,lxy,0.904615385,0.2
place,3,lxy,0.929230769,0.2
place,4,lxy,0.941538462,0.2
hover,0,lxy,0.837349398,0.2
hover,1,lxy,0.930722892,0.2
hover,2,lxy,0.963855422,0.2
hover,3,lxy,0.972891566,0.2
hover,4,lxy,0.978915663,0.2
place,0,qdn,0.672619048,0.2
place,1,qdn,0.770833333,0.2
place,2,qdn,0.803571429,0.2
place,3,qdn,0.81547619,0.2
place,4,qdn,0.824404762,0.2
hover,0,qdn,0.727002967,0.2
hover,1,qdn,0.827893175,0.2
hover,2,qdn,0.872403561,0.2
hover,3,qdn,0.913946588,0.2
hover,4,qdn,0.931750742,0.2
place,0,wyd,0.74127907,0.2
place,1,wyd,0.86627907,0.2
place,2,wyd,0.88372093,0.2
place,3,wyd,0.895348837,0.2
place,4,wyd,0.938953488,0.2
hover,0,wyd,0.768025078,0.2
hover,1,wyd,0.862068966,0.2
hover,2,wyd,0.915360502,0.2
hover,3,wyd,0.940438871,0.2
hover,4,wyd,0.946708464,0.2
place,0,czt,0.604105572,0.2
place,1,czt,0.739002933,0.2
place,2,czt,0.791788856,0.2
place,3,czt,0.838709677,0.2
place,4,czt,0.865102639,0.2
hover,0,czt,0.596330275,0.2
hover,1,czt,0.743119266,0.2
hover,2,czt,0.79204893,0.2
hover,3,czt,0.844036697,0.2
hover,4,czt,0.865443425,0.2
place,0,gsh,0.871559633,0.2
place,1,gsh,0.951070336,0.2
place,2,gsh,0.96941896,0.2
place,3,gsh,0.978593272,0.2
place,4,gsh,0.987767584,0.2
hover,0,gsh,0.880952381,0.2
hover,1,gsh,0.955357143,0.2
hover,2,gsh,0.982142857,0.2
hover,3,gsh,0.985119048,0.2
hover,4,gsh,0.991071429,0.2
place,0,fsq,0.640117994,0.2
place,1,fsq,0.802359882,0.2
place,2,fsq,0.84660767,0.2
place,3,fsq,0.873156342,0.2
place,4,fsq,0.899705015,0.2
hover,0,fsq,0.695906433,0.2
hover,1,fsq,0.824561404,0.2
hover,2,fsq,0.877192982,0.2
hover,3,fsq,0.903508772,0.2
hover,4,fsq,0.921052632,0.2
place,0,wangchen1,0.8375,0.6
place,1,wangchen1,0.91875,0.6
place,2,wangchen1,0.946875,0.6
place,3,wangchen1,0.96875,0.6
place,4,wangchen1,0.975,0.6
hover,0,wangchen1,0.857575758,0.6
hover,1,wangchen1,0.942424242,0.6
hover,2,wangchen1,0.963636364,0.6
hover,3,wangchen1,0.972727273,0.6
hover,4,wangchen1,0.990909091,0.6
place,0,cai,0.464285714,0.6
place,1,cai,0.601190476,0.6
place,2,cai,0.657738095,0.6
place,3,cai,0.696428571,0.6
place,4,cai,0.726190476,0.6
hover,0,cai,0.623145401,0.6
hover,1,cai,0.765578635,0.6
hover,2,cai,0.833827893,0.6
hover,3,cai,0.869436202,0.6
hover,4,cai,0.887240356,0.6
place,0,luyiqin,0.7,0.6
place,1,luyiqin,0.821212121,0.6
place,2,luyiqin,0.872727273,0.6
place,3,luyiqin,0.909090909,0.6
place,4,luyiqin,0.927272727,0.6
hover,0,luyiqin,0.543806647,0.6
hover,1,luyiqin,0.652567976,0.6
hover,2,luyiqin,0.712990937,0.6
hover,3,luyiqin,0.758308157,0.6
hover,4,luyiqin,0.794561934,0.6
place,0,fjy,0.704819277,0.6
place,1,fjy,0.831325301,0.6
place,2,fjy,0.86746988,0.6
place,3,fjy,0.888554217,0.6
place,4,fjy,0.903614458,0.6
hover,0,fjy,0.639880952,0.6
hover,1,fjy,0.785714286,0.6
hover,2,fjy,0.833333333,0.6
hover,3,fjy,0.860119048,0.6
hover,4,fjy,0.892857143,0.6
place,0,lc,0.706744868,0.6
place,1,lc,0.803519062,0.6
place,2,lc,0.84457478,0.6
place,3,lc,0.873900293,0.6
place,4,lc,0.88856305,0.6
hover,0,lc,0.776785714,0.6
hover,1,lc,0.898809524,0.6
hover,2,lc,0.925595238,0.6
hover,3,lc,0.94047619,0.6
hover,4,lc,0.952380952,0.6
place,0,lwk,0.710447761,0.6
place,1,lwk,0.832835821,0.6
place,2,lwk,0.889552239,0.6
place,3,lwk,0.91641791,0.6
place,4,lwk,0.931343284,0.6
hover,0,lwk,0.714723926,0.6
hover,1,lwk,0.834355828,0.6
hover,2,lwk,0.871165644,0.6
hover,3,lwk,0.904907975,0.6
hover,4,lwk,0.914110429,0.6
place,0,lxy,0.790769231,0.6
place,1,lxy,0.904615385,0.6
place,2,lxy,0.929230769,0.6
place,3,lxy,0.947692308,0.6
place,4,lxy,0.950769231,0.6
hover,0,lxy,0.843373494,0.6
hover,1,lxy,0.948795181,0.6
hover,2,lxy,0.96686747,0.6
hover,3,lxy,0.969879518,0.6
hover,4,lxy,0.978915663,0.6
place,0,qdn,0.699404762,0.6
place,1,qdn,0.800595238,0.6
place,2,qdn,0.845238095,0.6
place,3,qdn,0.854166667,0.6
place,4,qdn,0.860119048,0.6
hover,0,qdn,0.712166172,0.6
hover,1,qdn,0.818991098,0.6
hover,2,qdn,0.884272997,0.6
hover,3,qdn,0.908011869,0.6
hover,4,qdn,0.928783383,0.6
place,0,wyd,0.729651163,0.6
place,1,wyd,0.875,0.6
place,2,wyd,0.921511628,0.6
place,3,wyd,0.927325581,0.6
place,4,wyd,0.944767442,0.6
hover,0,wyd,0.780564263,0.6
hover,1,wyd,0.849529781,0.6
hover,2,wyd,0.89968652,0.6
hover,3,wyd,0.918495298,0.6
hover,4,wyd,0.943573668,0.6
place,0,czt,0.598240469,0.6
place,1,czt,0.73313783,0.6
place,2,czt,0.815249267,0.6
place,3,czt,0.835777126,0.6
place,4,czt,0.870967742,0.6
hover,0,czt,0.611620795,0.6
hover,1,czt,0.733944954,0.6
hover,2,czt,0.801223242,0.6
hover,3,czt,0.847094801,0.6
hover,4,czt,0.874617737,0.6
place,0,gsh,0.822629969,0.6
place,1,gsh,0.932721713,0.6
place,2,gsh,0.975535168,0.6
place,3,gsh,0.98470948,0.6
place,4,gsh,0.987767584,0.6
hover,0,gsh,0.848214286,0.6
hover,1,gsh,0.952380952,0.6
hover,2,gsh,0.982142857,0.6
hover,3,gsh,0.985119048,0.6
hover,4,gsh,0.988095238,0.6
place,0,fsq,0.657817109,0.6
place,1,fsq,0.781710914,0.6
place,2,fsq,0.831858407,0.6
place,3,fsq,0.873156342,0.6
place,4,fsq,0.89380531,0.6
hover,0,fsq,0.687134503,0.6
hover,1,fsq,0.812865497,0.6
hover,2,fsq,0.859649123,0.6
hover,3,fsq,0.900584795,0.6
hover,4,fsq,0.912280702,0.6
place,0,wangchen1,0.78125,0.9
place,1,wangchen1,0.903125,0.9
place,2,wangchen1,0.934375,0.9
place,3,wangchen1,0.95,0.9
place,4,wangchen1,0.971875,0.9
hover,0,wangchen1,0.809090909,0.9
hover,1,wangchen1,0.906060606,0.9
hover,2,wangchen1,0.942424242,0.9
hover,3,wangchen1,0.957575758,0.9
hover,4,wangchen1,0.963636364,0.9
place,0,cai,0.449404762,0.9
place,1,cai,0.571428571,0.9
place,2,cai,0.633928571,0.9
place,3,cai,0.68452381,0.9
place,4,cai,0.699404762,0.9
hover,0,cai,0.566765579,0.9
hover,1,cai,0.706231454,0.9
hover,2,cai,0.771513353,0.9
hover,3,cai,0.824925816,0.9
hover,4,cai,0.84272997,0.9
place,0,luyiqin,0.666666667,0.9
place,1,luyiqin,0.793939394,0.9
place,2,luyiqin,0.848484848,0.9
place,3,luyiqin,0.878787879,0.9
place,4,luyiqin,0.903030303,0.9
hover,0,luyiqin,0.525679758,0.9
hover,1,luyiqin,0.637462236,0.9
hover,2,luyiqin,0.679758308,0.9
hover,3,luyiqin,0.734138973,0.9
hover,4,luyiqin,0.767371601,0.9
place,0,fjy,0.638554217,0.9
place,1,fjy,0.798192771,0.9
place,2,fjy,0.855421687,0.9
place,3,fjy,0.879518072,0.9
place,4,fjy,0.888554217,0.9
hover,0,fjy,0.589285714,0.9
hover,1,fjy,0.738095238,0.9
hover,2,fjy,0.785714286,0.9
hover,3,fjy,0.827380952,0.9
hover,4,fjy,0.848214286,0.9
place,0,lc,0.662756598,0.9
place,1,lc,0.768328446,0.9
place,2,lc,0.818181818,0.9
place,3,lc,0.84457478,0.9
place,4,lc,0.859237537,0.9
hover,0,lc,0.758928571,0.9
hover,1,lc,0.851190476,0.9
hover,2,lc,0.886904762,0.9
hover,3,lc,0.913690476,0.9
hover,4,lc,0.925595238,0.9
place,0,lwk,0.67761194,0.9
place,1,lwk,0.802985075,0.9
place,2,lwk,0.874626866,0.9
place,3,lwk,0.910447761,0.9
place,4,lwk,0.928358209,0.9
hover,0,lwk,0.693251534,0.9
hover,1,lwk,0.785276074,0.9
hover,2,lwk,0.852760736,0.9
hover,3,lwk,0.886503067,0.9
hover,4,lwk,0.901840491,0.9
place,0,lxy,0.753846154,0.9
place,1,lxy,0.883076923,0.9
place,2,lxy,0.904615385,0.9
place,3,lxy,0.929230769,0.9
place,4,lxy,0.938461538,0.9
hover,0,lxy,0.81626506,0.9
hover,1,lxy,0.924698795,0.9
hover,2,lxy,0.960843373,0.9
hover,3,lxy,0.963855422,0.9
hover,4,lxy,0.975903614,0.9
place,0,qdn,0.669642857,0.9
place,1,qdn,0.785714286,0.9
place,2,qdn,0.80952381,0.9
place,3,qdn,0.836309524,0.9
place,4,qdn,0.851190476,0.9
hover,0,qdn,0.667655786,0.9
hover,1,qdn,0.792284866,0.9
hover,2,qdn,0.845697329,0.9
hover,3,qdn,0.857566766,0.9
hover,4,qdn,0.893175074,0.9
place,0,wyd,0.697674419,0.9
place,1,wyd,0.845930233,0.9
place,2,wyd,0.886627907,0.9
place,3,wyd,0.895348837,0.9
place,4,wyd,0.918604651,0.9
hover,0,wyd,0.730407524,0.9
hover,1,wyd,0.843260188,0.9
hover,2,wyd,0.87460815,0.9
hover,3,wyd,0.896551724,0.9
hover,4,wyd,0.92476489,0.9
place,0,czt,0.571847507,0.9
place,1,czt,0.677419355,0.9
place,2,czt,0.75659824,0.9
place,3,czt,0.803519062,0.9
place,4,czt,0.835777126,0.9
hover,0,czt,0.565749235,0.9
hover,1,czt,0.678899083,0.9
hover,2,czt,0.755351682,0.9
hover,3,czt,0.810397554,0.9
hover,4,czt,0.850152905,0.9
place,0,gsh,0.813455657,0.9
place,1,gsh,0.908256881,0.9
place,2,gsh,0.944954128,0.9
place,3,gsh,0.963302752,0.9
place,4,gsh,0.981651376,0.9
hover,0,gsh,0.821428571,0.9
hover,1,gsh,0.919642857,0.9
hover,2,gsh,0.970238095,0.9
hover,3,gsh,0.982142857,0.9
hover,4,gsh,0.985119048,0.9
place,0,fsq,0.610619469,0.9
place,1,fsq,0.725663717,0.9
place,2,fsq,0.81120944,0.9
place,3,fsq,0.825958702,0.9
place,4,fsq,0.849557522,0.9
hover,0,fsq,0.64619883,0.9
hover,1,fsq,0.757309942,0.9
hover,2,fsq,0.821637427,0.9
hover,3,fsq,0.84502924,0.9
hover,4,fsq,0.868421053,0.9
place,0,wangchen1,0.846875,0.5
place,1,wangchen1,0.925,0.5
place,2,wangchen1,0.95,0.5
place,3,wangchen1,0.965625,0.5
place,4,wangchen1,0.971875,0.5
hover,0,wangchen1,0.860606061,0.5
hover,1,wangchen1,0.936363636,0.5
hover,2,wangchen1,0.972727273,0.5
hover,3,wangchen1,0.987878788,0.5
hover,4,wangchen1,0.987878788,0.5
place,0,cai,0.482142857,0.5
place,1,cai,0.601190476,0.5
place,2,cai,0.669642857,0.5
place,3,cai,0.702380952,0.5
place,4,cai,0.723214286,0.5
hover,0,cai,0.658753709,0.5
hover,1,cai,0.786350148,0.5
hover,2,cai,0.845697329,0.5
hover,3,cai,0.869436202,0.5
hover,4,cai,0.884272997,0.5
place,0,luyiqin,0.703030303,0.5
place,1,luyiqin,0.824242424,0.5
place,2,luyiqin,0.878787879,0.5
place,3,luyiqin,0.906060606,0.5
place,4,luyiqin,0.927272727,0.5
hover,0,luyiqin,0.53776435,0.5
hover,1,luyiqin,0.655589124,0.5
hover,2,luyiqin,0.716012085,0.5
hover,3,luyiqin,0.755287009,0.5
hover,4,luyiqin,0.782477341,0.5
place,0,fjy,0.677710843,0.5
place,1,fjy,0.831325301,0.5
place,2,fjy,0.876506024,0.5
place,3,fjy,0.888554217,0.5
place,4,fjy,0.921686747,0.5
hover,0,fjy,0.645833333,0.5
hover,1,fjy,0.791666667,0.5
hover,2,fjy,0.845238095,0.5
hover,3,fjy,0.87797619,0.5
hover,4,fjy,0.898809524,0.5
place,0,lc,0.715542522,0.5
place,1,lc,0.809384164,0.5
place,2,lc,0.850439883,0.5
place,3,lc,0.868035191,0.5
place,4,lc,0.88856305,0.5
hover,0,lc,0.782738095,0.5
hover,1,lc,0.904761905,0.5
hover,2,lc,0.931547619,0.5
hover,3,lc,0.946428571,0.5
hover,4,lc,0.952380952,0.5
place,0,lwk,0.728358209,0.5
place,1,lwk,0.841791045,0.5
place,2,lwk,0.895522388,0.5
place,3,lwk,0.91641791,0.5
place,4,lwk,0.928358209,0.5
hover,0,lwk,0.726993865,0.5
hover,1,lwk,0.834355828,0.5
hover,2,lwk,0.880368098,0.5
hover,3,lwk,0.904907975,0.5
hover,4,lwk,0.911042945,0.5
place,0,lxy,0.803076923,0.5
place,1,lxy,0.898461538,0.5
place,2,lxy,0.938461538,0.5
place,3,lxy,0.953846154,0.5
place,4,lxy,0.956923077,0.5
hover,0,lxy,0.84939759,0.5
hover,1,lxy,0.948795181,0.5
hover,2,lxy,0.969879518,0.5
hover,3,lxy,0.969879518,0.5
hover,4,lxy,0.981927711,0.5
place,0,qdn,0.714285714,0.5
place,1,qdn,0.803571429,0.5
place,2,qdn,0.839285714,0.5
place,3,qdn,0.857142857,0.5
place,4,qdn,0.866071429,0.5
hover,0,qdn,0.71810089,0.5
hover,1,qdn,0.827893175,0.5
hover,2,qdn,0.878338279,0.5
hover,3,qdn,0.902077151,0.5
hover,4,qdn,0.922848665,0.5
place,0,wyd,0.735465116,0.5
place,1,wyd,0.863372093,0.5
place,2,wyd,0.909883721,0.5
place,3,wyd,0.927325581,0.5
place,4,wyd,0.944767442,0.5
hover,0,wyd,0.780564263,0.5
hover,1,wyd,0.855799373,0.5
hover,2,wyd,0.921630094,0.5
hover,3,wyd,0.927899687,0.5
hover,4,wyd,0.94984326,0.5
place,0,czt,0.612903226,0.5
place,1,czt,0.741935484,0.5
place,2,czt,0.806451613,0.5
place,3,czt,0.835777126,0.5
place,4,czt,0.862170088,0.5
hover,0,czt,0.620795107,0.5
hover,1,czt,0.752293578,0.5
hover,2,czt,0.813455657,0.5
hover,3,czt,0.880733945,0.5
hover,4,czt,0.892966361,0.5
place,0,gsh,0.834862385,0.5
place,1,gsh,0.941896024,0.5
place,2,gsh,0.975535168,0.5
place,3,gsh,0.98470948,0.5
place,4,gsh,0.987767584,0.5
hover,0,gsh,0.860119048,0.5
hover,1,gsh,0.952380952,0.5
hover,2,gsh,0.979166667,0.5
hover,3,gsh,0.985119048,0.5
hover,4,gsh,0.988095238,0.5
place,0,fsq,0.663716814,0.5
place,1,fsq,0.793510324,0.5
place,2,fsq,0.837758112,0.5
place,3,fsq,0.876106195,0.5
place,4,fsq,0.89380531,0.5
hover,0,fsq,0.684210526,0.5
hover,1,fsq,0.815789474,0.5
hover,2,fsq,0.868421053,0.5
hover,3,fsq,0.900584795,0.5
hover,4,fsq,0.912280702,0.5